ticker,company,sector,industry,pe,fwd_pe,eps_qq,sales_qq,insider_trans,inst_trans,short_float,perf_quarter,perf_half,beta,pct_from_52w_high,recom,avg_volume,rel_volume,price,earnings,target_price,market_cap
RPC,Ridgepost Capital Inc,Financial,Asset Management,32.66,6.76,115.43999999999998,11.29,0.01,-2.72,9.74,-3.44,4.38,0.75,-35.72,1.75,541650.0,2.45,7.87,Aug 05/b,12.75,867590000.0
RPD,Rapid7 Inc,Technology,Software - Infrastructure,39.34,6.55,-30.64,-1.55,-0.03,10.91,11.25,77.86,89.7,1.02,-42.86,3.27,2450000.0,2.26,11.97,Aug 10/a,11.96,806790000.0
RQI,Cohen & Steers Quality Income Realty Fund Inc,Financial,Closed-End Fund - Equity,,,,,,,0.1,-7.33,-8.21,1.42,-15.72,,712570.0,0.64,11.37,-,,1530000000.0
RR,Richtech Robotics Inc,Industrials,Specialty Industrial Machinery,,,-34.04,16.65,0.0,3.2400000000000007,25.24,-21.96,-25.45,-0.5,-77.52,3.0,6600000.0,0.84,1.67,Sep 02,2.0,375920000.0
RRC,Range Resources Corp,Energy,Oil & Gas E&P,10.61,9.84,-16.44,8.34,-0.9199999999999999,6.260000000000001,9.73,5.63,-15.109999999999998,0.71,-20.43,2.59,2860000.0,2.14,38.44,Jul 21/a,46.21,8980000000.0
RRR,Red Rock Resorts Inc,Consumer Cyclical,Resorts & Casinos,18.01,17.47,-29.330000000000002,-3.04,-0.22999999999999998,1.86,7.48,-16.99,-14.95,1.41,-25.259999999999998,1.3,775330.0,2.58,50.91,Aug 04/a,73.39,5350000000.0
RRX,Regal Rexnord Corp,Industrials,Specialty Industrial Machinery,30.5,11.43,46.34,4.16,-10.15,4.71,4.85,-34.72,-20.15,1.1,-40.25,1.31,1250000.0,1.45,148.05,Aug 05/b,248.2,9860000000.0
RSI,Rush Street Interactive Inc,Consumer Cyclical,Gambling,78.58,27.69,-18.96,46.27,-65.37,11.64,6.82,-19.9,9.7,1.69,-32.52,1.17,2810000.0,2.22,23.3,Jul 29/a,36.0,5400000000.0
RUM,RUM Group Inc,Communication Services,Internet Content & Information,,,-140.14,60.919999999999995,0.0,4.87,16.43,23.51,72.16,1.24,-14.2,2.0,4090000.0,3.04,9.09,Aug 10/a,22.0,4510000000.0
RUN,Sunrun Inc,Technology,Solar,5.74,19.76,-60.68,52.81,-9.36,1.97,29.48,-36.91,-34.79,2.42,-61.99,1.92,9780000.0,1.13,8.53,Aug 05/a,15.71,2049999999.9999998
RUSHA,Rush Enterprises Inc,Consumer Cyclical,Auto & Truck Dealerships,22.14,15.99,0.78,-1.6099999999999999,-0.44,,7.43,4.66,16.27,0.91,-12.24,1.8,728430.0,2.34,48.92,Jul 28/a,59.67,5870000000.0
RVLV,Revolve Group Inc,Consumer Cyclical,Internet Retail,20.51,18.6,82.45,12.44,-1.32,-2.97,11.98,-5.19,-9.62,1.7,-34.79,1.86,868620.0,1.43,20.66,Aug 04/a,30.85,1470000000.0
RWAY,Runway Growth Finance Corp,Financial,Asset Management,61.94,4.99,42.77,-124.47,-6.65,-0.9399999999999998,10.41,20.11,-4.84,0.63,-37.45,2.38,570610.0,0.41,6.69,Aug 06/a,8.04,280380000.0
RWT,Redwood Trust Inc,Real Estate,REIT - Mortgage,,3.85,95.49,37.59,12.619999999999997,-12.3,5.16,-23.64,-32.88,1.51,-43.47,1.5,4179999.9999999995,2.3,3.94,Jul 28/b,5.84,494910000.0
RXO,RXO Inc,Industrials,Trucking,,32.93,0.75,25.019999999999996,0.0,-1.28,8.97,-20.2,48.75,1.99,-32.24,2.67,1780000.0,2.45,20.26,Aug 06/b,24.53,3340000000.0
RXRX,Recursion Pharmaceuticals Inc,Healthcare,Biotechnology,,,40.28,-60.099999999999994,-0.88,3.49,37.21,18.58,13.65,1.05,-46.66,2.14,18810000.0,2.36,3.83,Aug 05/b,7.22,2049999999.9999998
RXST,RxSight Inc,Healthcare,Medical Devices,,,-0.8,0.31,-0.57,6.32,10.04,9.94,-22.85,1.14,-60.67,3.1,1090000.0,0.99,5.2,Aug 05/a,7.79,216280000.0
RXT,Rackspace Technology Inc,Technology,Software - Infrastructure,,27.97,-17.86,0.57,-0.63,13.320000000000002,27.02,-47.37,112.29,3.09,-55.81,3.0,11060000.0,1.34,3.8,Aug 10/a,4.77,968520000.0
RYAM,Rayonier Advanced Materials Inc,Basic Materials,Chemicals,,9.59,90.91,10.61,-0.03,-2.37,8.07,-7.85,-25.129999999999995,1.83,-29.62,1.0,934400.0,1.85,8.34,Aug 04/a,14.0,564150000.0
RYN,Rayonier Inc,Real Estate,REIT - Specialty,44.71,32.75,134.94,272.15,-0.12,0.19,4.44,-4.0,1.21,0.91,-21.1,2.33,2950000.0,1.5,20.14,Aug 05/a,26.0,6030000000.0
RYTM,Rhythm Pharmaceuticals Inc,Healthcare,Biotechnology,,,2.55,46.91,-9.92,5.65,15.58,0.95,8.19,2.01,-20.04,1.21,717870.0,1.57,97.71,Aug 04/b,138.59,6730000000.0
RZLT,Rezolute Inc,Healthcare,Biotechnology,,,42.47,,0.06,0.93,20.75,-23.51,55.47,0.55,-66.48,1.4,1600000.0,1.58,3.84,May 12/a,7.67,369760000.0
S,SentinelOne Inc,Technology,Software - Infrastructure,,48.26,-25.69,20.56,-4.57,2.19,5.62,49.87,54.6,0.71,-7.19,1.92,7660000.0,1.7,22.51,Aug 27/a,24.58,7830000000.0
SABR,Sabre Corp,Technology,Software - Infrastructure,1.37,12.62,86.2,3.61,0.0,3.2,9.38,20.21,60.85,1.05,-9.6,2.71,4320000.0,4.02,2.26,Aug 06/b,2.14,912100000.0
SABS,SAB Biotherapeutics Inc,Healthcare,Biotechnology,,,74.09,,0.0,0.88,5.06,-12.25,-7.139999999999999,0.57,-31.840000000000003,1.08,540340.0,3.65,3.51,Aug 06/b,11.75,319360000.0
SAIC,Science Applications International Corp,Technology,Information Technology Services,15.56,11.6,-12.18,6.27,0.02,-0.6,5.81,30.079999999999995,37.08,0.3,-6.64,2.91,500660.0,1.87,133.19,Aug 31/b,134.11,5580000000.0
SANA,Sana Biotechnology Inc,Healthcare,Biotechnology,,,45.3,,0.0,0.78,22.25,-1.59,-2.21,2.18,-52.67000000000001,1.2,3100000.0,2.39,3.1,Aug 10/a,9.38,928020000.0
SARO,StandardAero Inc,Industrials,Aerospace & Defense,22.96,12.48,44.47,4.63,-0.38,8.44,6.69,-19.64,-14.92,0.88,-35.32,1.56,3510000.0,2.93,22.3,Aug 06/a,34.69,7380000000.0
SATL,Satellogic Inc,Industrials,Aerospace & Defense,,,-106.67999999999999,258.54,-20.65,37.3,16.32,-15.259999999999998,55.78999999999999,1.37,-57.42,1.0,5740000.0,2.44,5.11,Aug 05/a,10.2,785610000.0
SBCF,Seacoast Banking Corp Of Florida,Financial,Banks - Regional,21.44,12.16,9.83,30.010000000000005,-3.04,2.33,4.97,9.27,15.329999999999998,0.91,-7.090000000000001,2.5,1000000.0,1.67,33.7,Jul 28/a,37.04,3260000000.0
SBET,Sharplink Inc,Financial,Capital Markets,,63.75,56.02,1553.26,-0.29,17.48,17.28,76.75,21.74,10.61,-52.14,1.0,9450000.0,1.72,9.35,Aug 10/b,15.67,2029999999.9999998
SBGI,Sinclair Inc,Communication Services,Broadcasting,16.98,,-14.529999999999998,7.139999999999999,-0.29,4.01,8.95,-4.32,-1.28,1.1,-26.85,3.0,516980.0,2.16,13.08,Aug 05/a,18.17,945920000.0
SBH,Sally Beauty Holdings Inc,Consumer Cyclical,Specialty Retail,8.21,7.05,24.72,0.22999999999999998,-3.2300000000000004,0.6,21.87,14.17,12.710000000000003,1.03,-11.89,2.4,1390000.0,2.31,15.79,Aug 03/b,17.0,1480000000.0
SBRA,Sabra Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities,75.89,25.78,-136.73,25.2,-4.4,-0.4699999999999999,7.73,8.94,-2.47,0.61,-13.309999999999999,2.18,2860000.0,1.92,19.74,Aug 03/a,22.8,5040000000.0
SDEV,Stablecoin Development Corp,Financial,Asset Management,,,60.22,,-0.15,31.739999999999995,65.8,-14.75,-14.75,0.15,-98.96,1.0,1020000.0,3.11,1.04,-,4.25,52640000.0
SDGR,Schrodinger Inc,Healthcare,Health Information Services,,,113.42000000000002,7.539999999999999,-0.76,-1.18,17.52,84.14,137.87,1.62,-4.57,1.57,1360000.0,3.86,29.02,Aug 05/a,21.43,2170000000.0
SDOT,Sadot Group Inc,Consumer Defensive,Farm Products,,,435.47,-100.0,0.0,0.09,10.68,-30.53,-69.62,-1.54,-95.68,3.0,2880000.0,0.14,11.24,Aug 14/b,3000.0,16350000.000000002
SECZ,Securitize Corp,Technology,Software - Application,,31.69,-5304.17,,0.0,5.17,2.18,-2.25,-0.18,0.87,-22.7,1.0,1720000.0,12.35,10.86,Aug 12/a,11.8,1770000000.0
SEER,Seer Inc,Healthcare,Biotechnology,,,8.4,-23.43,-0.14,-0.03,0.39,6.9,7.829999999999999,1.49,-22.82,1.0,1080000.0,0.52,1.86,Aug 11/a,4.0,102990000.0
SEI,Solaris Energy Infrastructure Inc,Energy,Oil & Gas Equipment & Services,88.5,26.88,-13.900000000000002,46.92,-21.77,12.26,26.45,-15.950000000000001,5.74,1.28,-19.18,1.12,3030000.0,1.68,69.66,Aug 05/a,97.92,5580000000.0
SENS,Senseonics Holdings Inc,Healthcare,Medical Devices,,,-77.96,117.82,0.58,28.52,11.19,42.14,50.39,1.04,-17.24,2.14,742770.0,2.32,9.58,Aug 06/a,14.2,506530000.0
SERV,Serve Robotics Inc,Industrials,Integrated Freight & Logistics,,,-120.28000000000002,404.36000000000007,-3.1,9.48,38.35,-36.91,-51.7,2.55,-76.34,1.5,3950000.0,1.22,4.41,Aug 06/a,10.76,382380000.0
SEZL,Sezzle Inc,Financial,Credit Services,25.34,17.46,51.019999999999996,51.65,-0.91,9.06,25.81,-28.62,75.95,6.71,-40.45,1.86,644300.0,0.75,116.55,Aug 06/a,168.0,3920000000.0
SFBS,ServisFirst Bancshares Inc,Financial,Banks - Regional,14.14,11.47,39.58,6.34,-0.95,,5.09,3.03,14.66,0.9,-9.97,1.0,613050.0,3.53,41.45,Jul 20/a,48.33,4530000000.0
SFD,Smithfield Foods Inc,Consumer Defensive,Packaged Foods,7.38,8.82,25.759999999999998,-3.7800000000000002,-0.05,1.44,9.99,-20.53,-14.24,-0.5,-33.5,1.5,1500000.0,4.52,19.82,Aug 11/b,26.67,7800000000.0
SFIX,Stitch Fix Inc,Consumer Cyclical,Apparel Retail,,,80.11,4.7,-3.6900000000000004,-1.05,12.16,-29.53,-14.2,2.33,-52.190000000000005,2.67,1640000.0,1.84,2.84,Sep 23/a,4.6,378930000.0
SFM,Sprouts Farmers Market Inc,Consumer Defensive,Grocery Stores,13.56,11.85,1.09,4.74,-13.77,7.719999999999999,11.74,-12.05,-16.24,0.66,-43.34,2.15,2009999.9999999998,1.21,70.79,Jul 29/a,95.87,6600000000.0
SFNC,Simmons First National Corp,Financial,Banks - Regional,,9.95,5.91,-0.69,0.0,-0.2,3.73,4.52,22.41,0.94,-5.88,2.14,1410000.0,1.84,22.89,Jul 16/a,25.79,3310000000.0
SG,Sweetgreen Inc,Consumer Cyclical,Restaurants,72.2,,-12.42,3.81,3.2,2.25,24.11,-19.51,35.21,2.2,-32.08,2.47,5590000.0,1.05,7.22,Aug 06/a,7.0,859480000.0
SGLY,Singularity Future Technology Ltd,Industrials,Integrated Freight & Logistics,,,280.13,11.19,0.0,0.27,0.26,-77.69,-78.64,1.42,-94.38,1.0,1310000.0,0.16,1.14,-,1.75,6160000.0
SGMT,Sagimet Biosciences Inc,Healthcare,Biotechnology,,,18.57,,-9.01,125.29,17.61,66.02,129.61,3.43,-3.1400000000000006,1.08,1260000.0,1.47,11.09,Aug 11/b,29.33,683050000.0
SGRY,Surgery Partners Inc,Healthcare,Medical Care Facilities,,26.95,-490.86,2.75,0.02,-0.45999999999999996,16.61,-8.93,9.96,1.91,-43.47,1.5,1980000.0,1.4,13.25,Aug 10/b,18.82,1730000000.0
SHAK,Shake Shack Inc,Consumer Cyclical,Restaurants,57.85,39.44,-8.66,17.16,2.61,-13.38,9.38,-7.109999999999999,-37.75,1.68,-48.93,2.1,1650000.0,1.03,54.88,Aug 05/b,82.04,2350000000.0
SHAZ,SharonAI Holdings Inc,Technology,Information Technology Services,,,-1144.5,,0.0,42.37,7.59,-37.91,125.02,,-67.66,1.0,1940000.0,1.12,57.56,Aug 06/b,116.9,2060000000.0
SHC,Sotera Health Co,Healthcare,Diagnostics & Research,32.94,17.43,567.38,9.18,-89.71,1.21,4.28,18.39,38.13,1.85,-5.64,1.5,2680000.0,2.38,18.73,Aug 06/b,22.72,5350000000.0
SHEN,Shenandoah Telecommunications Co,Communication Services,Telecom Services,,,12.85,5.53,0.1,-0.9000000000000001,6.42,-18.41,-19.37,0.75,-33.29,1.5,524270.0,15.14,11.57,Jul 29/b,27.5,640570000.0
SHLS,Shoals Technologies Group Inc,Technology,Solar,40.45,13.76,-13.66,47.39,-1.9,-7.1,8.48,-27.060000000000002,25.83,1.85,-42.34,1.68,5420000.0,1.25,7.6,Aug 04/b,11.58,1280000000.0
SHO,Sunstone Hotel Investors Inc,Real Estate,REIT - Hotel & Motel,49.2,48.6,304.06,6.67,-3.1300000000000003,0.28,7.37,-7.3,21.19,1.02,-8.53,2.5,2660000.0,1.83,11.04,Aug 06/b,11.88,2049999999.9999998
SHOE,Shoe Station Group Inc,Consumer Cyclical,Apparel Retail,14.82,9.1,-67.28,-7.21,0.34,3.6699999999999995,39.4,-18.01,-24.97,1.36,-43.51,2.33,862150.0,4.35,13.07,Sep 10/b,15.0,355290000.0
SHOO,Steven Madden Ltd,Consumer Cyclical,Footwear & Accessories,21.11,15.16,168.98,19.12,-2.81,-3.06,5.45,-4.71,26.839999999999996,1.19,-15.27,1.58,1080000.0,2.29,42.11,Jul 30/b,52.4,3080000000.0
SHPH,Shuttle Pharmaceuticals Holdings Inc,Healthcare,Drug Manufacturers - Specialty & Generic,,,94.37,,-95.34,-1.43,6.24,-7.23,-66.15,1.18,-94.26,,2110000.0,0.01,3.21,-,,2049999.9999999998
SIBN,SI-BONE Inc,Healthcare,Medical Devices,,,36.09,15.18,-8.89,6.7299999999999995,13.22,14.2,41.66,0.67,-17.36,1.0,570600.0,1.51,18.09,Aug 03/a,25.0,810770000.0
SIDU,Sidus Space Inc,Industrials,Aerospace & Defense,,,81.73,-53.76,0.0,24.93,19.28,-39.01,-13.970000000000002,-0.8,-70.99,1.0,6180000.0,1.08,1.97,Aug 14/a,10.0,199410000.0
SIGA,SIGA Technologies Inc,Healthcare,Drug Manufacturers - Specialty & Generic,,,-64.94,-49.45,0.0,0.71,8.63,-27.310000000000002,-30.130000000000003,1.05,-62.44,,740340.0,1.01,3.14,Aug 06/a,11.57,225610000.0
SIGI,Selective Insurance Group Inc,Financial,Insurance - Property & Casualty,10.76,9.93,54.71,4.96,-3.2300000000000004,3.2099999999999995,2.45,-6.08,17.59,0.25,-13.65,2.7,515340.00000000006,2.84,86.7,Jul 23/a,102.86,5160000000.0
SION,Sionna Therapeutics Inc,Healthcare,Biotechnology,,,-61.68,,-10.23,9.58,16.22,-84.02,-83.21,0.75,-89.16,2.82,2009999.9999999998,1.84,5.96,Aug 06/b,21.57,269470000.0
SIRI,Sirius XM Holdings Inc,Communication Services,Entertainment,10.76,8.31,23.51,1.03,-0.16,6.950000000000001,10.21,-2.57,21.92,0.96,-16.38,2.71,4059999.9999999995,1.9,27.31,Jul 30/b,33.33,9210000000.0
SITC,SITE Centers Corp,Real Estate,REIT - Retail,1.23,,-103.3,-67.47,0.0,-1.58,10.07,-19.3,-29.880000000000003,0.98,-44.24,3.0,1160000.0,2.56,2.95,Aug 03/a,3.5,154800000.0
SITE,SiteOne Landscape Supply Inc,Industrials,Industrial Distribution,24.76,17.9,9.75,4.73,1.73,-4.47,7.14,-17.88,-30.56,1.39,-46.33,1.79,887530.0,1.7,90.47,Jul 29/b,127.5,3950000000.0
SKT,Tanger Inc,Real Estate,REIT - Retail,32.8,31.43,8.9,11.15,-0.52,1.13,5.93,-8.51,0.9000000000000001,1.09,-15.810000000000002,2.55,924280.0,2.02,35.8,Aug 04/a,41.3,4110000000.0000005
SKWD,Skyward Specialty Insurance Group Inc,Financial,Insurance - Property & Casualty,13.11,10.19,15.7,52.93,-0.12,3.56,5.29,11.37,35.95,0.33,-14.279999999999998,1.64,549970.0,1.61,56.31,Aug 04/a,70.92,2500000000.0
SKY,Champion Homes Inc,Consumer Cyclical,Residential Construction,24.75,19.84,-20.87,1.27,-1.9900000000000002,2.08,4.96,1.5,14.540000000000001,1.02,-14.7,1.71,676480.0,1.76,84.59,Aug 04/a,103.5,4590000000.0
SKYQ,Sky Quarry Inc,Energy,Oil & Gas Integrated,,,5.76,-100.0,0.0,-8.18,4.28,135.9,-18.34,2.1,-85.81,,11140000.0,0.08,2.76,-,,24380000.0
SKYX,SKYX Platforms Corp,Industrials,Electrical Equipment & Parts,,,25.8,9.58,0.0,-15.73,3.1,17.59,-27.43,2.32,-61.4,1.0,1290000.0,0.63,1.27,Aug 12/a,4.0,172000000.0
SLDB,Solid Biosciences Inc,Healthcare,Biotechnology,,,9.06,,0.0,13.03,18.73,6.959999999999999,25.14,2.45,-22.18,1.0,1510000.0,2.72,8.91,Aug 06/a,18.62,955380000.0
SLDE,Slide Insurance Holdings Inc,Financial,Insurance - Property & Casualty,6.08,6.74,90.44,47.86,-11.61,9.22,8.77,50.47999999999999,44.22,-0.02,-6.7299999999999995,1.5,1250000.0,3.5,24.95,Jul 28/a,26.0,2910000000.0
SLDP,Solid Power Inc,Consumer Cyclical,Auto Parts,,,24.98,-103.54999999999998,-0.13,-5.99,14.11,-13.94,-21.84,1.99,-72.12,1.0,3590000.0,1.37,2.47,Aug 04/a,6.88,563610000.0
SLE,Super League Enterprise Inc,Communication Services,Internet Content & Information,,,95.03,0.27,0.0,-6.570000000000001,6.49,58.879999999999995,8.97,1.48,-96.28,1.0,1290000.0,0.32,5.1,Aug 14/b,10.67,12610000.0
SLG,SL Green Realty Corp,Real Estate,REIT - Office,,,-130.2,5.63,-0.7,-2.6,15.28,3.01,31.35,1.66,-18.09,2.41,976400.0,2.04,52.08,Jul 22/a,58.41,3980000000.0
SLGN,Silgan Holdings Inc,Consumer Cyclical,Packaging & Containers,14.62,9.08,-13.65,6.76,0.0,3.71,10.26,-10.71,-4.84,0.66,-24.94,1.31,1190000.0,1.36,37.19,Jul 29/b,55.31,3930000000.0
SLM,SLM Corp,Financial,Credit Services,7.03,7.48,-8.56,-2.76,0.0,1.46,9.48,8.99,28.13,0.97,-19.19,2.09,2490000.0,2.03,25.1,Jul 23/a,28.55,4720000000.0
SLNH,Soluna Holdings Inc,Financial,Capital Markets,,,73.72,144.56,0.15,35.63,13.68,-26.74,69.06,5.1,-75.49,1.0,12000000.0,1.33,1.26,Aug 13/a,4.0,310840000.0
SLS,SELLAS Life Sciences Group Inc,Healthcare,Biotechnology,,,24.18,,0.0,11.08,29.01,42.73,120.96000000000001,2.58,-27.63,1.0,8440000.0,1.73,11.49,Aug 11/a,32.5,2320000000.0
SM,SM Energy Co,Energy,Oil & Gas E&P,7.29,4.83,154.01,215.28,-1.96,0.44,5.43,36.22,33.23,0.95,-11.04,2.0,3880000.0,1.93,36.97,Aug 05/a,43.5,8790000000.0
SMA,Smartstop Self Storage REIT Inc,Real Estate,REIT - Industrial,64.16,55.83,229.69,18.65,-0.02,2.37,8.25,-0.34,2.49,0.46,-16.47,1.82,732990.0,1.65,32.57,Aug 05/a,37.34,1930000000.0
SMG,Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs,45.82,10.86,-25.509999999999998,-1.34,-0.22999999999999998,6.63,10.4,-19.06,-18.59,1.84,-30.5,1.88,929450.0,1.27,52.36,Jul 29/b,76.6,3050000000.0
SMPL,Simply Good Foods Co,Consumer Defensive,Packaged Foods,,5.98,-242.88,-6.29,1.07,-4.3,9.24,-19.79,-30.519999999999996,0.18,-62.580000000000005,2.2,2400000.0,2.06,10.13,Jul 09/b,14.38,896110000.0
SMR,NuScale Power Corp,Industrials,Specialty Industrial Machinery,,,1.36,-99.07,-84.57,15.509999999999998,16.09,-29.56,-31.03,2.35,-85.6,2.61,33040000.0,1.95,8.27,Aug 05/a,11.97,3550000000.0
SMRT,SmartRent Inc,Technology,Software - Application,,,49.04,4.01,3.4099999999999997,1.26,4.62,6.19,-24.53,1.65,-45.45,3.0,1790000.0,1.57,1.2,Aug 05/b,1.45,229930000.0
SNAP,Snap Inc,Communication Services,Internet Content & Information,,38.38,37.12,18.89,-1.7399999999999998,-11.2,9.41,18.67,21.27,1.07,-40.41,2.7,38880000.0,0.76,5.53,Aug 03/a,7.39,9350000000.0
SNDA,Sonida Senior Living Inc,Healthcare,Medical Care Facilities,,,-218.14,122.02,-24.73,27.440000000000005,7.14,6.419999999999999,14.27,0.73,-13.780000000000001,1.5,591630.0,1.25,38.27,Aug 10/b,49.5,1840000000.0
SNDR,Schneider National Inc,Industrials,Trucking,51.41,19.08,37.82,10.43,-0.1,-0.8699999999999999,11.4,-8.6,38.12,1.22,-16.96,2.41,805030.0,1.8,32.61,Jul 30/a,37.5,5720000000.0
SNDX,Syndax Pharmaceuticals Inc,Healthcare,Biotechnology,,,33.35,91.76,-1.28,10.78,26.72,-7.26,-26.58,0.43,-31.14,1.08,1670000.0,3.1,17.62,Aug 04/a,37.55,1570000000.0
SNEX,StoneX Group Inc,Financial,Capital Markets,17.36,15.14,22.57,15.380000000000003,-9.09,1.45,3.83,-27.699999999999996,45.4,0.62,-29.220000000000002,2.0,1120000.0,1.52,67.0,Aug 05/a,75.0,8080000000.0
SOC,Sable Offshore Corp,Energy,Oil & Gas Drilling,,5.45,70.2,,-5.21,17.67,26.79,-54.94,-73.4,-0.16,-81.65,1.29,11590000.0,1.27,4.56,Aug 10/a,9.4,874930000.0
SOLS,Solstice Advanced Materials Inc,Basic Materials,Specialty Chemicals,43.49,17.06,22.15,11.13,0.0,2.9,6.33,-33.03,-21.58,,-36.88,1.36,3410000.0,1.01,57.31,Jul 30/b,80.25,9110000000.0
SON,Sonoco Products Co,Consumer Cyclical,Packaging & Containers,7.53,7.72,178.77,-1.24,1.49,11.79,10.35,-3.63,-5.73,0.33,-19.5,2.14,1160000.0,1.58,48.84,Jul 22/a,62.89,4830000000.0
SONO,Sonos Inc,Technology,Consumer Electronics,34.9,59.73,978.29,8.85,-2.23,-0.01,9.69,5.79,15.64,1.89,-21.64,1.5,1960000.0,3.49,15.53,Jul 29/a,19.67,1840000000.0
SOUN,SoundHound AI Inc,Technology,Software - Application,,,45.04,45.02,-1.87,-1.15,38.76,-16.71,-13.750000000000002,2.87,-73.25,1.5,29770000.0,0.67,5.93,Aug 05/a,12.83,2670000000.0
SPCE,Virgin Galactic Holdings Inc,Industrials,Aerospace & Defense,,,65.77,-67.0,2.07,36.8,23.95,-13.76,22.8,2.86,-65.51,2.88,10260000.0,1.62,3.07,Aug 12/a,3.56,465400000.0
SPHR,Sphere Entertainment Co,Communication Services,Entertainment,,,-131.7,10.95,0.0,5.78,23.37,-7.719999999999999,28.62,1.61,-20.06,1.15,689740.0,1.22,145.19,Jul 30/b,181.31,5210000000.0
SPIR,Spire Global Inc,Industrials,Specialty Business Services,,,-114.03000000000002,-5.91,-6.69,27.190000000000005,11.07,-39.91,-6.559999999999999,2.8,-56.04,1.5,822620.0,2.86,11.4,Aug 12/a,20.88,463100000.0
SPRO,Spero Therapeutics Inc,Healthcare,Biotechnology,10.35,,-443.89000000000004,-100.0,-0.17,1.81,2.82,-50.44,-54.25,1.51,-63.31,2.0,1250000.0,0.4,1.13,Aug 12/a,5.0,65810000.0
SPRY,ARS Pharmaceuticals Inc,Healthcare,Biotechnology,,,-37.56,114.14999999999999,-0.08,-4.65,35.57,-57.41,-50.18,0.85,-68.75,1.0,2069999.9999999998,0.91,4.11,Aug 13/a,23.5,408730000.0
SPSC,SPS Commerce Inc,Technology,Software - Application,38.49,14.97,-63.75999999999999,5.56,-0.24,1.29,9.46,50.080000000000005,37.55,0.62,-30.579999999999995,2.79,648640.0,1.63,79.74,Jul 30/a,75.45,2870000000.0
SPT,Sprout Social Inc,Technology,Software - Application,,6.48,75.02,10.8,-2.48,5.3,7.9,55.27000000000001,75.65,0.99,-31.47,2.64,1280000.0,1.53,10.17,Aug 06/a,10.67,616630000.0
SPXC,SPX Technologies Inc,Industrials,Building Products & Equipment,31.86,18.64,41.27,22.92,0.0,-2.23,3.13,-25.19,-10.17,1.24,-27.6,1.29,628850.0,2.27,181.77,Jul 30/a,273.45,9100000000.0
SR,Spire Inc,Utilities,Utilities - Regulated Gas,8.83,14.43,1126.29,-0.4,-0.06,1.46,4.65,2.83,-13.48,0.53,-16.87,1.6,543930.0,2.26,79.23,Aug 05/b,92.33,4680000000.0
SRPT,Sarepta Therapeutics Inc,Healthcare,Biotechnology,,25.9,-102.46,-34.34,0.0,4.61,24.51,14.719999999999999,20.78,0.36,-20.58,2.8,3390000.0,1.86,20.11,Aug 05/a,21.86,2120000000.0
SRRK,Scholar Rock Holding Corp,Healthcare,Biotechnology,,,13.819999999999999,,-0.38,4.44,17.91,-1.44,2.53,0.62,-24.47,1.11,1520000.0,2.14,46.65,Aug 06/b,68.65,5680000000.0
SRTA,Strata Critical Medical Inc,Healthcare,Medical Care Facilities,,1603.6,-165.22,2.41,-0.64,-2.96,6.79,-9.18,22.76,2.42,-17.85,1.0,1060000.0,0.85,5.34,Aug 04/b,9.56,472410000.0
SRXH,SRX Global Inc,Consumer Defensive,Packaged Foods,,,98.37,-52.62,0.0,5.07,7.9,-77.08,-77.37,0.94,-95.98,1.0,4580000.0,0.25,1.67,Aug 13/a,600.0,32880000.000000004
SSP,E.W. Scripps Co,Communication Services,Broadcasting,,,-2057.38,-9.2,-0.67,2.14,7.91,9.82,-7.6499999999999995,0.7,-43.97,3.0,699970.0,3.09,3.02,Aug 06/a,4.93,279860000.0
SSRM,SSR Mining Inc,Basic Materials,Gold,33.51,7.92,11.13,9.46,0.0,0.12,4.58,17.38,50.81,-0.1,-7.89,1.09,3020000.0,1.58,36.33,Aug 04/a,42.52,7410000000.0
SST,System1 Inc,Industrials,Specialty Business Services,,,30.89,-61.34,0.34,-15.869999999999997,9.37,16.84,120.53,1.57,-64.19,1.0,540260.0,0.63,3.33,Aug 05/a,6.5,34930000.0
SSTK,Shutterstock Inc,Communication Services,Internet Content & Information,,,-618.96,-16.93,0.0,-9.79,8.75,-65.66,-73.34,1.16,-84.61,3.0,1150000.0,1.61,4.54,Aug 04/a,25.0,167740000.0
SSYS,Stratasys Ltd,Technology,Computer Hardware,,42.67,3.44,-0.35,0.0,1.77,3.98,-10.31,2.96,1.99,-37.55,1.5,717150.0,1.25,8.0,Aug 13/b,12.0,700700000.0
ST,Sensata Technologies Holding Plc,Technology,Scientific & Technical Instruments,69.28,10.25,68.08,5.09,-0.9199999999999999,-0.43,4.35,-17.14,23.49,1.24,-22.16,2.2,1580000.0,1.08,41.95,Jul 29/a,54.11,6110000000.0
STAA,Staar Surgical Co,Healthcare,Medical Instruments & Supplies,313.08,38.53,146.1,111.04,0.0,-0.9399999999999998,14.06,-28.499999999999996,19.18,1.19,-41.96,2.82,909290.0,6.32,20.82,Aug 12/a,28.44,1040000000.0
STAG,STAG Industrial Inc,Real Estate,REIT - Industrial,28.84,34.09,3.4000000000000004,8.08,0.0,1.6,3.34,-0.53,0.27,0.95,-11.76,2.5,1620000.0,1.83,37.6,Jul 28/a,41.83,7250000000.0
